Genotype	Trait	2019/Preston	Mean	CV (%)
BxN-RIL-353-15	W2	4.65	4.65	.
BxN-RIL-353-16	W2	3.89	3.89	.
BxN-RIL-353-17	W2	2.89	2.89	.
BxN-RIL-353-18	W2	2.89	2.89	.
BxN-RIL-353-19	W2	3.03	3.03	.
BxN-RIL-353-2	W2	3.03	3.03	.
BxN-RIL-353-20	W2	4.89	4.89	.
BxN-RIL-353-22	W2	4.89	4.89	.
BxN-RIL-353-23	W2	3.89	3.89	.
BxN-RIL-353-25	W2	4.65	4.65	.
BxN-RIL-353-26	W2	3.27	3.27	.
BxN-RIL-353-3	W2	4.51	4.51	.
BxN-RIL-353-4	W2	5.13	5.13	.
BxN-RIL-353-5	W2	1.89	1.89	.
BxN-RIL-353-6	W2	1.89	1.89	.
BxN-RIL-353-7	W2	0.89	0.89	.
BxN-RIL-353-8	W2	2.27	2.27	.
BxN-RIL-353-9	W2	4.89	4.89	.
BxN-RIL-354-10	W2	4.89	4.89	.
BxN-RIL-354-11	W2	3.65	3.65	.
BxN-RIL-354-13	W2	5.89	5.89	.
BxN-RIL-354-14	W2	2.89	2.89	.
BxN-RIL-354-15	W2	2.89	2.89	.
BxN-RIL-354-16	W2	3.27	3.27	.
BxN-RIL-354-17	W2	4.27	4.27	.
BxN-RIL-354-18	W2	5.27	5.27	.
BxN-RIL-354-2	W2	3.75	3.75	.
BxN-RIL-354-20	W2	2.65	2.65	.
BxN-RIL-354-21	W2	3.51	3.51	.
BxN-RIL-354-23	W2	4.65	4.65	.
BxN-RIL-354-24	W2	4.89	4.89	.
BxN-RIL-354-26	W2	3.89	3.89	.
BxN-RIL-354-28	W2	3.51	3.51	.
BxN-RIL-354-29	W2	3.89	3.89	.
BxN-RIL-354-4	W2	4.89	4.89	.
BxN-RIL-354-5	W2	4.89	4.89	.
BxN-RIL-354-7	W2	1.89	1.89	.
BxN-RIL-354-8	W2	4.27	4.27	.
BxN-RIL-354-9	W2	4.65	4.65	.
BxN-RIL-355-1	W2	4.89	4.89	.
BxN-RIL-355-12	W2	4.89	4.89	.
BxN-RIL-355-13	W2	3.89	3.89	.
BxN-RIL-355-14	W2	4.13	4.13	.
BxN-RIL-355-15	W2	3.89	3.89	.
BxN-RIL-355-16	W2	5.51	5.51	.
BxN-RIL-355-17	W2	2.51	2.51	.
BxN-RIL-355-2	W2	3.89	3.89	.
BxN-RIL-355-20	W2	6.13	6.13	.
BxN-RIL-355-21	W2	5.89	5.89	.
BxN-RIL-355-22	W2	5.27	5.27	.
BxN-RIL-355-23	W2	5.27	5.27	.
BxN-RIL-355-26	W2	3.27	3.27	.
BxN-RIL-355-27	W2	4.27	4.27	.
BxN-RIL-355-3	W2	6.89	6.89	.
BxN-RIL-355-4	W2	4.27	4.27	.
BxN-RIL-355-5	W2	3.89	3.89	.
BxN-RIL-355-6	W2	2.89	2.89	.
BxN-RIL-355-7	W2	3.27	3.27	.
BxN-RIL-355-8	W2	3.27	3.27	.
BxN-RIL-355-9	W2	6.51	6.51	.
BxN-RIL-356-1	W2	3.89	3.89	.
BxN-RIL-356-10	W2	4.89	4.89	.
BxN-RIL-356-12	W2	2.89	2.89	.
BxN-RIL-356-13	W2	4.27	4.27	.
BxN-RIL-356-14	W2	5.51	5.51	.
BxN-RIL-356-15	W2	8.65	8.65	.
BxN-RIL-356-16	W2	5.27	5.27	.
BxN-RIL-356-17	W2	2.89	2.89	.
BxN-RIL-356-18	W2	4.27	4.27	.
BxN-RIL-356-19	W2	3.89	3.89	.
BxN-RIL-356-2	W2	5.89	5.89	.
BxN-RIL-356-20	W2	5.89	5.89	.
BxN-RIL-356-21	W2	3.89	3.89	.
BxN-RIL-356-22	W2	4.89	4.89	.
BxN-RIL-356-23	W2	3.89	3.89	.
BxN-RIL-356-3	W2	5.65	5.65	.
BxN-RIL-356-4	W2	6.89	6.89	.
BxN-RIL-356-5	W2	5.51	5.51	.
BxN-RIL-356-6	W2	3.89	3.89	.
BxN-RIL-356-7	W2	5.89	5.89	.
BxN-RIL-356-9	W2	5.51	5.51	.
BxN-RIL-357-1	W2	3.51	3.51	.
BxN-RIL-357-11	W2	6.89	6.89	.
BxN-RIL-357-12	W2	3.89	3.89	.
BxN-RIL-357-13	W2	1.89	1.89	.
BxN-RIL-357-15	W2	3.89	3.89	.
BxN-RIL-357-16	W2	4.03	4.03	.
BxN-RIL-357-18	W2	7.89	7.89	.
BxN-RIL-357-19	W2	4.75	4.75	.
BxN-RIL-357-2	W2	4.89	4.89	.
BxN-RIL-357-20	W2	4.89	4.89	.
BxN-RIL-357-21	W2	3.89	3.89	.
BxN-RIL-357-22	W2	6.51	6.51	.
BxN-RIL-357-23	W2	1.89	1.89	.
BxN-RIL-357-24	W2	3.27	3.27	.
BxN-RIL-357-25	W2	4.27	4.27	.
BxN-RIL-357-26	W2	4.89	4.89	.
BxN-RIL-357-27	W2	5.89	5.89	.
BxN-RIL-357-30	W2	2.51	2.51	.
BxN-RIL-357-31	W2	5.03	5.03	.
BxN-RIL-357-32	W2	2.27	2.27	.
BxN-RIL-357-4	W2	3.89	3.89	.
BxN-RIL-357-5	W2	5.65	5.65	.
BxN-RIL-357-7	W2	4.51	4.51	.
BxN-RIL-357-8	W2	3.51	3.51	.
BxN-RIL-357-9	W2	4.27	4.27	.
BxN-RIL-358-1	W2	4.51	4.51	.
BxN-RIL-358-10	W2	5.27	5.27	.
BxN-RIL-358-11	W2	4.89	4.89	.
BxN-RIL-358-12	W2	3.27	3.27	.
BxN-RIL-358-13	W2	4.89	4.89	.
BxN-RIL-358-14	W2	3.27	3.27	.
BxN-RIL-358-15	W2	3.03	3.03	.
BxN-RIL-358-19	W2	6.89	6.89	.
BxN-RIL-358-20	W2	6.89	6.89	.
BxN-RIL-358-21	W2	8.65	8.65	.
BxN-RIL-358-22	W2	3.65	3.65	.
BxN-RIL-358-23	W2	4.27	4.27	.
BxN-RIL-358-24	W2	2.27	2.27	.
BxN-RIL-358-25	W2	3.89	3.89	.
BxN-RIL-358-26	W2	5.65	5.65	.
BxN-RIL-358-27	W2	2.27	2.27	.
BxN-RIL-358-28	W2	2.27	2.27	.
BxN-RIL-358-29	W2	4.89	4.89	.
BxN-RIL-358-3	W2	3.89	3.89	.
BxN-RIL-358-30	W2	3.27	3.27	.
BxN-RIL-358-31	W2	4.27	4.27	.
BxN-RIL-358-4	W2	1.89	1.89	.
BxN-RIL-358-6	W2	3.89	3.89	.
BxN-RIL-358-9	W2	4.89	4.89	.
BxN-RIL-359-1	W2	4.27	4.27	.
BxN-RIL-359-10	W2	5.27	5.27	.
BxN-RIL-359-11	W2	6.89	6.89	.
BxN-RIL-359-12	W2	1.89	1.89	.
BxN-RIL-359-13	W2	5.27	5.27	.
BxN-RIL-359-14	W2	4.27	4.27	.
BxN-RIL-359-15	W2	5.27	5.27	.
BxN-RIL-359-16	W2	2.27	2.27	.
BxN-RIL-359-17	W2	5.89	5.89	.
BxN-RIL-359-18	W2	5.65	5.65	.
BxN-RIL-359-19	W2	3.89	3.89	.
BxN-RIL-359-2	W2	3.27	3.27	.
BxN-RIL-359-21	W2	5.03	5.03	.
BxN-RIL-359-22	W2	6.51	6.51	.
BxN-RIL-359-23	W2	5.51	5.51	.
BxN-RIL-359-24	W2	3.89	3.89	.
BxN-RIL-359-25	W2	4.51	4.51	.
BxN-RIL-359-26	W2	3.89	3.89	.
BxN-RIL-359-27	W2	0.89	0.89	.
BxN-RIL-359-28	W2	3.27	3.27	.
BxN-RIL-359-29	W2	5.27	5.27	.
BxN-RIL-359-30	W2	5.89	5.89	.
BxN-RIL-359-31	W2	7.51	7.51	.
BxN-RIL-359-4	W2	5.51	5.51	.
BxN-RIL-359-5	W2	5.65	5.65	.
BxN-RIL-359-6	W2	5.27	5.27	.
BxN-RIL-359-7	W2	4.13	4.13	.
BxN-RIL-359-8	W2	4.27	4.27	.
BxN-RIL-359-9	W2	4.03	4.03	.
BxN-RIL-360-1	W2	3.89	3.89	.
BxN-RIL-360-11	W2	5.65	5.65	.
BxN-RIL-360-12	W2	5.89	5.89	.
BxN-RIL-360-13	W2	3.51	3.51	.
BxN-RIL-360-14	W2	5.89	5.89	.
BxN-RIL-360-15	W2	4.27	4.27	.
BxN-RIL-360-16	W2	5.89	5.89	.
BxN-RIL-360-17	W2	3.27	3.27	.
BxN-RIL-360-18	W2	3.89	3.89	.
BxN-RIL-360-19	W2	2.89	2.89	.
BxN-RIL-360-2	W2	1.27	1.27	.
BxN-RIL-360-20	W2	4.51	4.51	.
BxN-RIL-360-21	W2	4.27	4.27	.
BxN-RIL-360-22	W2	5.89	5.89	.
BxN-RIL-360-23	W2	3.89	3.89	.
BxN-RIL-360-24	W2	2.27	2.27	.
BxN-RIL-360-25	W2	4.65	4.65	.
BxN-RIL-360-26	W2	8.65	8.65	.
BxN-RIL-360-27	W2	4.27	4.27	.
BxN-RIL-360-28	W2	3.51	3.51	.
BxN-RIL-360-29	W2	4.27	4.27	.
BxN-RIL-360-3	W2	4.89	4.89	.
BxN-RIL-360-30	W2	6.89	6.89	.
BxN-RIL-360-31	W2	4.89	4.89	.
BxN-RIL-360-32	W2	5.51	5.51	.
BxN-RIL-360-4	W2	5.13	5.13	.
BxN-RIL-360-5	W2	5.51	5.51	.
BxN-RIL-360-6	W2	3.89	3.89	.
BxN-RIL-360-7	W2	4.27	4.27	.
BxN-RIL-360-8	W2	2.27	2.27	.
Flanders	W2	3.27	3.27	.
NorLin	W2	3.27	3.27	.
Novelty	W2	5.27	5.27	.
Novelty1	W2	3.89	3.89	.
Novelty2	W2	4.89	4.89	.
Novelty3	W2	7.89	7.89	.
Novelty4	W2	7.51	7.51	.
Novelty5	W2	5.89	5.89	.
NxB-RIL-361-1	W2	6.27	6.27	.
NxB-RIL-361-10	W2	4.89	4.89	.
NxB-RIL-361-11	W2	6.13	6.13	.
NxB-RIL-361-12	W2	3.75	3.75	.
NxB-RIL-361-13	W2	2.65	2.65	.
NxB-RIL-361-14	W2	5.65	5.65	.
NxB-RIL-361-15	W2	3.65	3.65	.
NxB-RIL-361-16	W2	4.65	4.65	.
NxB-RIL-361-17	W2	5.13	5.13	.
NxB-RIL-361-18	W2	3.27	3.27	.
NxB-RIL-361-19	W2	5.75	5.75	.
NxB-RIL-361-2	W2	5.13	5.13	.
NxB-RIL-361-20	W2	4.89	4.89	.
NxB-RIL-361-21	W2	4.27	4.27	.
NxB-RIL-361-22	W2	2.27	2.27	.
NxB-RIL-361-23	W2	4.51	4.51	.
NxB-RIL-361-24	W2	4.89	4.89	.
NxB-RIL-361-25	W2	5.51	5.51	.
NxB-RIL-361-26	W2	2.27	2.27	.
NxB-RIL-361-27	W2	4.89	4.89	.
NxB-RIL-361-28	W2	3.89	3.89	.
NxB-RIL-361-3	W2	5.65	5.65	.
NxB-RIL-361-30	W2	3.89	3.89	.
NxB-RIL-361-31	W2	3.65	3.65	.
NxB-RIL-361-32	W2	7.03	7.03	.
NxB-RIL-361-33	W2	3.27	3.27	.
NxB-RIL-361-34	W2	5.27	5.27	.
NxB-RIL-361-4	W2	5.03	5.03	.
NxB-RIL-361-6	W2	3.89	3.89	.
NxB-RIL-361-7	W2	5.03	5.03	.
NxB-RIL-361-8	W2	3.89	3.89	.
NxB-RIL-361-9	W2	7.03	7.03	.
NxB-RIL-362-10	W2	5.65	5.65	.
NxB-RIL-362-11	W2	3.89	3.89	.
NxB-RIL-362-13	W2	4.27	4.27	.
NxB-RIL-362-14	W2	4.27	4.27	.
NxB-RIL-362-15	W2	5.89	5.89	.
NxB-RIL-362-16	W2	4.27	4.27	.
NxB-RIL-362-17	W2	5.51	5.51	.
NxB-RIL-362-18	W2	3.89	3.89	.
NxB-RIL-362-19	W2	4.51	4.51	.
NxB-RIL-362-2	W2	4.89	4.89	.
NxB-RIL-362-20	W2	3.51	3.51	.
NxB-RIL-362-21	W2	6.89	6.89	.
NxB-RIL-362-22	W2	4.65	4.65	.
NxB-RIL-362-26	W2	2.89	2.89	.
NxB-RIL-362-28	W2	4.27	4.27	.
NxB-RIL-362-3	W2	3.89	3.89	.
NxB-RIL-362-30	W2	4.27	4.27	.
NxB-RIL-362-31	W2	3.89	3.89	.
NxB-RIL-362-32	W2	5.75	5.75	.
NxB-RIL-362-33	W2	5.51	5.51	.
NxB-RIL-362-4	W2	6.89	6.89	.
NxB-RIL-362-5	W2	3.13	3.13	.
NxB-RIL-362-6	W2	4.27	4.27	.
NxB-RIL-362-8	W2	6.03	6.03	.
NxB-RIL-362-9	W2	4.75	4.75	.
NxB-RIL-363-1	W2	6.89	6.89	.
NxB-RIL-363-11	W2	2.89	2.89	.
NxB-RIL-363-12	W2	3.27	3.27	.
NxB-RIL-363-13	W2	6.13	6.13	.
NxB-RIL-363-14	W2	4.65	4.65	.
NxB-RIL-363-15	W2	3.03	3.03	.
NxB-RIL-363-16	W2	4.27	4.27	.
NxB-RIL-363-18	W2	5.27	5.27	.
NxB-RIL-363-19	W2	3.27	3.27	.
NxB-RIL-363-2	W2	9.03	9.03	.
NxB-RIL-363-20	W2	4.51	4.51	.
NxB-RIL-363-21	W2	6.65	6.65	.
NxB-RIL-363-24	W2	2.27	2.27	.
NxB-RIL-363-25	W2	3.89	3.89	.
NxB-RIL-363-26	W2	4.89	4.89	.
NxB-RIL-363-5	W2	3.89	3.89	.
NxB-RIL-363-6	W2	2.89	2.89	.
NxB-RIL-363-7	W2	4.51	4.51	.
NxB-RIL-363-8	W2	3.51	3.51	.
NxB-RIL-364-1	W2	5.13	5.13	.
NxB-RIL-364-10	W2	4.65	4.65	.
NxB-RIL-364-11	W2	6.89	6.89	.
NxB-RIL-364-12	W2	3.89	3.89	.
NxB-RIL-364-14	W2	7.51	7.51	.
NxB-RIL-364-15	W2	3.89	3.89	.
NxB-RIL-364-16	W2	3.89	3.89	.
NxB-RIL-364-17	W2	5.89	5.89	.
NxB-RIL-364-18	W2	6.27	6.27	.
NxB-RIL-364-19	W2	4.27	4.27	.
NxB-RIL-364-2	W2	3.89	3.89	.
NxB-RIL-364-20	W2	4.65	4.65	.
NxB-RIL-364-21	W2	4.89	4.89	.
NxB-RIL-364-23	W2	4.89	4.89	.
NxB-RIL-364-24	W2	6.51	6.51	.
NxB-RIL-364-25	W2	6.13	6.13	.
NxB-RIL-364-26	W2	2.89	2.89	.
NxB-RIL-364-3	W2	4.65	4.65	.
NxB-RIL-364-4	W2	3.27	3.27	.
NxB-RIL-364-5	W2	6.03	6.03	.
NxB-RIL-364-6	W2	2.89	2.89	.
NxB-RIL-364-7	W2	0.89	0.89	.
NxB-RIL-364-8	W2	4.89	4.89	.
NxB-RIL-364-9	W2	6.65	6.65	.
NxB-RIL-365-1	W2	3.89	3.89	.
NxB-RIL-365-10	W2	3.89	3.89	.
NxB-RIL-365-11	W2	3.51	3.51	.
NxB-RIL-365-12	W2	2.89	2.89	.
NxB-RIL-365-13	W2	3.27	3.27	.
NxB-RIL-365-14	W2	2.89	2.89	.
NxB-RIL-365-16	W2	6.51	6.51	.
NxB-RIL-365-17	W2	5.51	5.51	.
NxB-RIL-365-18	W2	2.51	2.51	.
NxB-RIL-365-2	W2	7.65	7.65	.
NxB-RIL-365-20	W2	2.89	2.89	.
NxB-RIL-365-21	W2	3.89	3.89	.
NxB-RIL-365-22	W2	5.89	5.89	.
NxB-RIL-365-23	W2	4.27	4.27	.
NxB-RIL-365-24	W2	4.03	4.03	.
NxB-RIL-365-25	W2	3.27	3.27	.
NxB-RIL-365-26	W2	3.89	3.89	.
NxB-RIL-365-27	W2	4.27	4.27	.
NxB-RIL-365-28	W2	4.51	4.51	.
NxB-RIL-365-3	W2	5.27	5.27	.
NxB-RIL-365-5	W2	5.03	5.03	.
NxB-RIL-365-6	W2	5.27	5.27	.
NxB-RIL-365-7	W2	4.27	4.27	.
NxB-RIL-365-8	W2	4.27	4.27	.
NxB-RIL-365-9	W2	4.89	4.89	.
NxB-RIL-366-1	W2	4.65	4.65	.
NxB-RIL-366-10	W2	3.89	3.89	.
NxB-RIL-366-11	W2	5.13	5.13	.
NxB-RIL-366-12	W2	4.51	4.51	.
NxB-RIL-366-13	W2	3.89	3.89	.
NxB-RIL-366-15	W2	3.51	3.51	.
NxB-RIL-366-16	W2	3.89	3.89	.
NxB-RIL-366-17	W2	6.13	6.13	.
NxB-RIL-366-18	W2	4.89	4.89	.
NxB-RIL-366-2	W2	3.27	3.27	.
NxB-RIL-366-21	W2	6.27	6.27	.
NxB-RIL-366-22	W2	6.89	6.89	.
NxB-RIL-366-23	W2	4.89	4.89	.
NxB-RIL-366-24	W2	4.27	4.27	.
NxB-RIL-366-25	W2	3.89	3.89	.
NxB-RIL-366-26	W2	5.89	5.89	.
NxB-RIL-366-3	W2	4.89	4.89	.
NxB-RIL-366-5	W2	5.89	5.89	.
NxB-RIL-366-6	W2	3.27	3.27	.
NxB-RIL-366-7	W2	3.27	3.27	.
NxB-RIL-366-8	W2	5.89	5.89	.
NxB-RIL-366-9	W2	1.89	1.89	.
NxB-RIL-367-1	W2	3.27	3.27	.
NxB-RIL-367-10	W2	4.27	4.27	.
NxB-RIL-367-11	W2	7.89	7.89	.
NxB-RIL-367-12	W2	4.27	4.27	.
NxB-RIL-367-13	W2	3.89	3.89	.
NxB-RIL-367-14	W2	5.89	5.89	.
NxB-RIL-367-15	W2	3.51	3.51	.
NxB-RIL-367-16	W2	2.89	2.89	.
NxB-RIL-367-17	W2	4.89	4.89	.
NxB-RIL-367-18	W2	5.03	5.03	.
NxB-RIL-367-19	W2	4.27	4.27	.
NxB-RIL-367-2	W2	1.27	1.27	.
NxB-RIL-367-20	W2	3.65	3.65	.
NxB-RIL-367-21	W2	3.89	3.89	.
NxB-RIL-367-22	W2	2.65	2.65	.
NxB-RIL-367-23	W2	2.89	2.89	.
NxB-RIL-367-24	W2	3.89	3.89	.
NxB-RIL-367-25	W2	2.27	2.27	.
NxB-RIL-367-3	W2	3.27	3.27	.
NxB-RIL-367-5	W2	3.27	3.27	.
NxB-RIL-367-6	W2	4.27	4.27	.
NxB-RIL-367-7	W2	3.89	3.89	.
NxB-RIL-367-9	W2	3.89	3.89	.
NxB-RIL-368-1	W2	6.13	6.13	.
NxB-RIL-368-12	W2	3.27	3.27	.
NxB-RIL-368-13	W2	3.89	3.89	.
NxB-RIL-368-15	W2	4.75	4.75	.
NxB-RIL-368-16	W2	4.51	4.51	.
NxB-RIL-368-17	W2	5.03	5.03	.
NxB-RIL-368-18	W2	4.89	4.89	.
NxB-RIL-368-19	W2	4.51	4.51	.
NxB-RIL-368-20	W2	4.89	4.89	.
NxB-RIL-368-21	W2	4.89	4.89	.
NxB-RIL-368-22	W2	4.75	4.75	.
NxB-RIL-368-23	W2	3.89	3.89	.
NxB-RIL-368-24	W2	4.51	4.51	.
NxB-RIL-368-25	W2	4.89	4.89	.
NxB-RIL-368-26	W2	3.13	3.13	.
NxB-RIL-368-27	W2	5.89	5.89	.
NxB-RIL-368-28	W2	5.51	5.51	.
NxB-RIL-368-29	W2	3.89	3.89	.
NxB-RIL-368-3	W2	3.89	3.89	.
NxB-RIL-368-4	W2	4.27	4.27	.
NxB-RIL-368-5	W2	5.27	5.27	.
NxB-RIL-368-6	W2	3.89	3.89	.
NxB-RIL-368-8	W2	3.27	3.27	.
NxB-RIL-368-9	W2	4.27	4.27	.
NxB-RIL-369-1	W2	3.13	3.13	.
NxB-RIL-369-10	W2	3.27	3.27	.
NxB-RIL-369-11	W2	6.65	6.65	.
NxB-RIL-369-12	W2	3.89	3.89	.
NxB-RIL-369-13	W2	3.89	3.89	.
NxB-RIL-369-14	W2	4.89	4.89	.
NxB-RIL-369-15	W2	4.89	4.89	.
NxB-RIL-369-16	W2	5.51	5.51	.
NxB-RIL-369-19	W2	5.03	5.03	.
NxB-RIL-369-20	W2	5.03	5.03	.
NxB-RIL-369-21	W2	3.89	3.89	.
NxB-RIL-369-22	W2	3.51	3.51	.
NxB-RIL-369-23	W2	2.89	2.89	.
NxB-RIL-369-25	W2	3.89	3.89	.
NxB-RIL-369-26	W2	6.27	6.27	.
NxB-RIL-369-27	W2	3.89	3.89	.
NxB-RIL-369-28	W2	6.75	6.75	.
NxB-RIL-369-3	W2	3.27	3.27	.
NxB-RIL-369-4	W2	4.89	4.89	.
NxB-RIL-369-5	W2	3.89	3.89	.
NxB-RIL-369-6	W2	4.89	4.89	.
NxB-RIL-369-7	W2	6.89	6.89	.
NxB-RIL-369-8	W2	2.89	2.89	.
NxB-RIL-369-9	W2	4.89	4.89	.
NxB-RIL-370-1	W2	3.89	3.89	.
NxB-RIL-370-10	W2	3.89	3.89	.
NxB-RIL-370-11	W2	3.89	3.89	.
NxB-RIL-370-12	W2	4.89	4.89	.
NxB-RIL-370-14	W2	5.89	5.89	.
NxB-RIL-370-15	W2	3.65	3.65	.
NxB-RIL-370-17	W2	2.89	2.89	.
NxB-RIL-370-18	W2	6.51	6.51	.
NxB-RIL-370-19	W2	3.51	3.51	.
NxB-RIL-370-2	W2	4.51	4.51	.
NxB-RIL-370-20	W2	7.65	7.65	.
NxB-RIL-370-21	W2	6.89	6.89	.
NxB-RIL-370-23	W2	4.89	4.89	.
NxB-RIL-370-24	W2	5.27	5.27	.
NxB-RIL-370-25	W2	4.51	4.51	.
NxB-RIL-370-26	W2	4.89	4.89	.
NxB-RIL-370-28	W2	5.27	5.27	.
NxB-RIL-370-3	W2	5.89	5.89	.
NxB-RIL-370-4	W2	3.89	3.89	.
NxB-RIL-370-5	W2	4.89	4.89	.
NxB-RIL-370-7	W2	5.65	5.65	.
NxB-RIL-370-8	W2	4.51	4.51	.
NxB-RIL-370-9	W2	4.27	4.27	.
NxB-RIL-371-1	W2	5.89	5.89	.
NxB-RIL-371-10	W2	4.27	4.27	.
NxB-RIL-371-11	W2	3.89	3.89	.
NxB-RIL-371-12	W2	4.51	4.51	.
NxB-RIL-371-13	W2	3.89	3.89	.
NxB-RIL-371-14	W2	2.89	2.89	.
NxB-RIL-371-15	W2	3.89	3.89	.
NxB-RIL-371-17	W2	2.89	2.89	.
NxB-RIL-371-18	W2	6.27	6.27	.
NxB-RIL-371-19	W2	3.89	3.89	.
NxB-RIL-371-2	W2	3.89	3.89	.
NxB-RIL-371-20	W2	4.27	4.27	.
NxB-RIL-371-21	W2	5.89	5.89	.
NxB-RIL-371-22	W2	3.89	3.89	.
NxB-RIL-371-3	W2	5.27	5.27	.
NxB-RIL-371-6	W2	4.27	4.27	.
NxB-RIL-371-7	W2	3.89	3.89	.
NxB-RIL-371-8	W2	5.51	5.51	.
NxB-RIL-371-9	W2	3.27	3.27	.
NxB-RIL-372-1	W2	4.65	4.65	.
NxB-RIL-372-10	W2	4.27	4.27	.
NxB-RIL-372-11	W2	1.89	1.89	.
NxB-RIL-372-12	W2	1.89	1.89	.
NxB-RIL-372-13	W2	2.89	2.89	.
NxB-RIL-372-14	W2	3.27	3.27	.
NxB-RIL-372-15	W2	2.65	2.65	.
NxB-RIL-372-16	W2	5.27	5.27	.
NxB-RIL-372-19	W2	5.51	5.51	.
NxB-RIL-372-20	W2	3.65	3.65	.
NxB-RIL-372-21	W2	3.89	3.89	.
NxB-RIL-372-22	W2	4.65	4.65	.
NxB-RIL-372-23	W2	9.03	9.03	.
NxB-RIL-372-24	W2	5.03	5.03	.
NxB-RIL-372-26	W2	3.75	3.75	.
NxB-RIL-372-27	W2	4.27	4.27	.
NxB-RIL-372-28	W2	3.89	3.89	.
NxB-RIL-372-29	W2	6.65	6.65	.
NxB-RIL-372-30	W2	4.27	4.27	.
NxB-RIL-372-31	W2	2.27	2.27	.
NxB-RIL-372-4	W2	3.89	3.89	.
NxB-RIL-372-5	W2	4.89	4.89	.
NxB-RIL-372-6	W2	3.51	3.51	.
NxB-RIL-372-7	W2	3.89	3.89	.
NxB-RIL-372-9	W2	2.51	2.51	.
NxB-RIL-373-1	W2	3.27	3.27	.
NxB-RIL-373-10	W2	3.65	3.65	.
NxB-RIL-373-11	W2	5.51	5.51	.
NxB-RIL-373-12	W2	4.89	4.89	.
NxB-RIL-373-13	W2	3.89	3.89	.
NxB-RIL-373-14	W2	3.27	3.27	.
NxB-RIL-373-15	W2	4.51	4.51	.
NxB-RIL-373-16	W2	6.89	6.89	.
NxB-RIL-373-17	W2	4.89	4.89	.
NxB-RIL-373-18	W2	3.27	3.27	.
NxB-RIL-373-19	W2	4.51	4.51	.
NxB-RIL-373-2	W2	3.89	3.89	.
NxB-RIL-373-20	W2	4.89	4.89	.
NxB-RIL-373-21	W2	4.89	4.89	.
NxB-RIL-373-22	W2	1.89	1.89	.
NxB-RIL-373-23	W2	5.51	5.51	.
NxB-RIL-373-24	W2	4.75	4.75	.
NxB-RIL-373-25	W2	3.89	3.89	.
NxB-RIL-373-26	W2	2.65	2.65	.
NxB-RIL-373-27	W2	7.89	7.89	.
NxB-RIL-373-28	W2	7.89	7.89	.
NxB-RIL-373-29	W2	7.89	7.89	.
NxB-RIL-373-3	W2	5.03	5.03	.
NxB-RIL-373-30	W2	3.89	3.89	.
NxB-RIL-373-31	W2	3.89	3.89	.
NxB-RIL-373-4	W2	3.89	3.89	.
NxB-RIL-373-5	W2	3.27	3.27	.
NxB-RIL-373-6	W2	3.89	3.89	.
NxB-RIL-373-7	W2	3.89	3.89	.
NxB-RIL-373-8	W2	5.89	5.89	.
NxB-RIL-373-9	W2	5.27	5.27	.
NxB-RIL-374-10	W2	1.89	1.89	.
NxB-RIL-374-12	W2	5.03	5.03	.
NxB-RIL-374-13	W2	4.89	4.89	.
NxB-RIL-374-14	W2	3.51	3.51	.
NxB-RIL-374-15	W2	2.27	2.27	.
NxB-RIL-374-16	W2	2.89	2.89	.
NxB-RIL-374-17	W2	5.65	5.65	.
NxB-RIL-374-18	W2	4.27	4.27	.
NxB-RIL-374-19	W2	5.27	5.27	.
NxB-RIL-374-2	W2	4.51	4.51	.
NxB-RIL-374-21	W2	4.89	4.89	.
NxB-RIL-374-22	W2	5.51	5.51	.
NxB-RIL-374-23	W2	3.27	3.27	.
NxB-RIL-374-24	W2	5.89	5.89	.
NxB-RIL-374-25	W2	3.89	3.89	.
NxB-RIL-374-26	W2	3.13	3.13	.
NxB-RIL-374-27	W2	4.89	4.89	.
NxB-RIL-374-28	W2	3.89	3.89	.
NxB-RIL-374-29	W2	3.89	3.89	.
NxB-RIL-374-3	W2	5.13	5.13	.
NxB-RIL-374-30	W2	5.89	5.89	.
NxB-RIL-374-31	W2	1.89	1.89	.
NxB-RIL-374-4	W2	3.89	3.89	.
NxB-RIL-374-5	W2	2.89	2.89	.
NxB-RIL-374-6	W2	4.27	4.27	.
NxB-RIL-374-9	W2	3.89	3.89	.
NxB-RIL-375-1	W2	3.51	3.51	.
NxB-RIL-375-10	W2	4.51	4.51	.
NxB-RIL-375-11	W2	5.89	5.89	.
NxB-RIL-375-12	W2	6.03	6.03	.
NxB-RIL-375-13	W2	3.89	3.89	.
NxB-RIL-375-14	W2	5.89	5.89	.
NxB-RIL-375-15	W2	2.89	2.89	.
NxB-RIL-375-17	W2	3.89	3.89	.
NxB-RIL-375-18	W2	5.51	5.51	.
NxB-RIL-375-19	W2	1.89	1.89	.
NxB-RIL-375-2	W2	5.27	5.27	.
NxB-RIL-375-20	W2	5.65	5.65	.
NxB-RIL-375-21	W2	4.51	4.51	.
NxB-RIL-375-22	W2	2.27	2.27	.
NxB-RIL-375-23	W2	3.89	3.89	.
NxB-RIL-375-3	W2	5.89	5.89	.
NxB-RIL-375-4	W2	5.03	5.03	.
NxB-RIL-375-5	W2	4.89	4.89	.
NxB-RIL-375-6	W2	5.51	5.51	.
NxB-RIL-375-7	W2	5.03	5.03	.
NxB-RIL-375-8	W2	3.89	3.89	.
NxB-RIL-375-9	W2	3.27	3.27	.
